"Image Name","PID","Session Name","Session#","Mem Usage","Status","User Name","CPU Time","Window Title"
"WXWorkWeb.exe","20044","Console","2","1,916 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"msedgewebview2.exe","1688","Console","2","1,088 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"E-Mobile.exe","15736","Console","2","12,792 K","Running","DESKTOP-DDG68DT\Administrator","0:00:13","E-Mobile"
"360tray.exe","19176","Console","2","9,752 K","Running","DESKTOP-DDG68DT\Administrator","0:00:04","N/A"
"FlutterPlugins.exe","16048","Console","2","940 K","Running","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"msedge.exe","5392","Console","2","2,164 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:04","N/A"
"CredentialEnrollmentManager.exe","3692","Console","2","1,872 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"svchost.exe","20632","Services","0","808 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"Snipaste.exe","21652","Console","2","3,704 K","Running","DESKTOP-DDG68DT\Administrator","0:00:01","Snipaste"
"E-Mobile.exe","8400","Console","2","620 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"WeMail.exe","5748","Console","2","10,936 K","Running","DESKTOP-DDG68DT\Administrator","0:00:03","WeMail"
"E-Mobile.exe","14848","Console","2","7,764 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:05","N/A"
"crashpad_handler.exe","12876","Console","2","N/A","Running","DESKTOP-DDG68DT\Administrator","0:00:00","G"
"WXWorkWeb.exe","11368","Console","2","45,896 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:07","N/A"
"WXWorkWeb.exe","11156","Console","2","13,464 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:02","N/A"
"SystemSettings.exe","16124","Console","2","N/A","Running","DESKTOP-DDG68DT\Administrator","0:00:00","设置"
"E-Mobile.exe","22480","Console","2","2,720 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:09","N/A"
"WXWorkWeb.exe","9156","Console","2","1,784 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:01","N/A"
"WXWorkWeb.exe","11384","Console","2","1,712 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"msedge.exe","6664","Console","2","28,368 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:08","N/A"
"msedge.exe","22216","Console","2","2,656 K","Unknown","DESKTOP-DDG68DT\Administrator","0:01:44","N/A"
"powershell.exe","11944","Console","2","N/A","Running","DESKTOP-DDG68DT\Administrator","0:00:01","管理员: npm ls pnpm"
"conhost.exe","4560","Console","2","928 K","Running","DESKTOP-DDG68DT\Administrator","0:00:03","N/A"
"svchost.exe","17940","Console","2","N/A","Unknown","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"msedge.exe","6008","Console","2","198,232 K","Unknown","DESKTOP-DDG68DT\Administrator","0:10:55","N/A"
"msedge.exe","3056","Console","2","5,748 K","Running","DESKTOP-DDG68DT\Administrator","0:00:00","OleMainThreadWndName"
"360zipUpdate.exe","21528","Console","2","N/A","Not Responding","DESKTOP-DDG68DT\Administrator","0:00:00","OleMainThreadWndName"
"ShellExperienceHost.exe","3852","Console","2","5,776 K","Running","DESKTOP-DDG68DT\Administrator","0:00:02","新通知"
"RuntimeBroker.exe","13360","Console","2","548 K","Running","DESKTOP-DDG68DT\Administrator","0:00:00","OLEChannelWnd"
"WeMailNode_x64.exe","10092","Console","2","19,936 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:10","N/A"
"Code.exe","6204","Console","2","9,280 K","Running","DESKTOP-DDG68DT\Administrator","0:00:13",".gitignore - compare-text - Visual Studio Code [管理员]"
"Code.exe","16632","Console","2","N/A","Running","DESKTOP-DDG68DT\Administrator","0:00:00","N/A"
"Code.exe","17972","Console","2","3,048 K","Running","DESKTOP-DDG68DT\Administrator","0:00:21","N/A"
"Code.exe","16152","Console","2","1,248 K","Running","DESKTOP-DDG68DT\Administrator","0:00:01","OleMainThreadWndName"
"Code.exe","17804","Console","2","4,884 K","Running","DESKTOP-DDG68DT\Administrator","0:00:10","OleMainThreadWndName"
"wps.exe","14632","Console","2","2,024 K","Running","DESKTOP-DDG68DT\Administrator","0:00:12","N/A"
"node.exe","1960","Console","2","75,336 K","Unknown","DESKTOP-DDG68DT\Administrator","0:01:51","N/A"
"msedge.exe","20336","Console","2","2,652 K","Unknown","DESKTOP-DDG68DT\Administrator","0:00:16","N/A"
